Period from,Period to,Agile Import price (p/kWh),Agile Export price (p/kWh)
24/01/2024 00:00,24/01/2024 00:30,0.88,1.48
24/01/2024 00:30,24/01/2024 01:00,3.95,2.82
24/01/2024 01:00,24/01/2024 01:30,2.21,2.06
24/01/2024 01:30,24/01/2024 02:00,0.02,1.11
24/01/2024 02:00,24/01/2024 02:30,1.81,1.89
24/01/2024 02:30,24/01/2024 03:00,0.70,1.41
24/01/2024 03:00,24/01/2024 03:30,0.22,1.20
24/01/2024 03:30,24/01/2024 04:00,-1.97,0.24
24/01/2024 04:00,24/01/2024 04:30,-1.80,0.32
24/01/2024 04:30,24/01/2024 05:00,0.00,1.10
24/01/2024 05:00,24/01/2024 05:30,2.65,2.25
24/01/2024 05:30,24/01/2024 06:00,6.62,3.98
24/01/2024 06:00,24/01/2024 06:30,10.30,5.58
24/01/2024 06:30,24/01/2024 07:00,13.37,6.92
24/01/2024 07:00,24/01/2024 07:30,14.69,7.49
24/01/2024 07:30,24/01/2024 08:00,14.41,7.37
24/01/2024 08:00,24/01/2024 08:30,13.78,7.10
24/01/2024 08:30,24/01/2024 09:00,14.01,7.20
24/01/2024 09:00,24/01/2024 09:30,14.47,7.40
24/01/2024 09:30,24/01/2024 10:00,13.89,7.15
24/01/2024 10:00,24/01/2024 10:30,13.81,7.11
24/01/2024 10:30,24/01/2024 11:00,12.09,6.36
24/01/2024 11:00,24/01/2024 11:30,11.27,6.01
24/01/2024 11:30,24/01/2024 12:00,12.13,6.38
24/01/2024 12:00,24/01/2024 12:30,12.35,6.48
24/01/2024 12:30,24/01/2024 13:00,12.61,6.59
24/01/2024 13:00,24/01/2024 13:30,13.43,6.95
24/01/2024 13:30,24/01/2024 14:00,13.19,6.84
24/01/2024 14:00,24/01/2024 14:30,15.44,7.82
24/01/2024 14:30,24/01/2024 15:00,15.44,7.82
24/01/2024 15:00,24/01/2024 15:30,14.55,7.44
24/01/2024 15:30,24/01/2024 16:00,13.92,7.16
24/01/2024 16:00,24/01/2024 16:30,25.77,12.72
24/01/2024 16:30,24/01/2024 17:00,29.58,14.38
24/01/2024 17:00,24/01/2024 17:30,29.78,14.47
24/01/2024 17:30,24/01/2024 18:00,30.14,14.62
24/01/2024 18:00,24/01/2024 18:30,30.06,14.59
24/01/2024 18:30,24/01/2024 19:00,29.74,14.45
24/01/2024 19:00,24/01/2024 19:30,17.64,8.78
24/01/2024 19:30,24/01/2024 20:00,16.82,8.42
24/01/2024 20:00,24/01/2024 20:30,17.64,8.78
24/01/2024 20:30,24/01/2024 21:00,15.48,7.84
24/01/2024 21:00,24/01/2024 21:30,15.74,7.95
24/01/2024 21:30,24/01/2024 22:00,14.51,7.42
24/01/2024 22:00,24/01/2024 22:30,15.66,7.92
24/01/2024 22:30,24/01/2024 23:00,14.77,7.53
24/01/2024 23:00,24/01/2024 23:30,13.63,7.03
24/01/2024 23:30,25/01/2024 00:00,13.63,7.03
25/01/2024 00:00,25/01/2024 00:30,13.23,6.86
25/01/2024 00:30,25/01/2024 01:00,14.60,7.46
25/01/2024 01:00,25/01/2024 01:30,17.26,8.62
25/01/2024 01:30,25/01/2024 02:00,15.66,7.92
25/01/2024 02:00,25/01/2024 02:30,15.21,7.72
25/01/2024 02:30,25/01/2024 03:00,13.61,7.02
25/01/2024 03:00,25/01/2024 03:30,12.79,6.67
25/01/2024 03:30,25/01/2024 04:00,11.75,6.22
25/01/2024 04:00,25/01/2024 04:30,13.39,6.93
25/01/2024 04:30,25/01/2024 05:00,11.03,5.90
25/01/2024 05:00,25/01/2024 05:30,14.73,7.51
25/01/2024 05:30,25/01/2024 06:00,13.53,6.99
25/01/2024 06:00,25/01/2024 06:30,16.76,8.40
25/01/2024 06:30,25/01/2024 07:00,18.52,9.16
25/01/2024 07:00,25/01/2024 07:30,18.96,9.36
25/01/2024 07:30,25/01/2024 08:00,19.36,9.53
25/01/2024 08:00,25/01/2024 08:30,18.16,9.01
25/01/2024 08:30,25/01/2024 09:00,18.08,8.97
25/01/2024 09:00,25/01/2024 09:30,16.45,8.26
25/01/2024 09:30,25/01/2024 10:00,15.17,7.70
25/01/2024 10:00,25/01/2024 10:30,16.23,8.17
25/01/2024 10:30,25/01/2024 11:00,14.84,7.56
25/01/2024 11:00,25/01/2024 11:30,13.87,7.14
25/01/2024 11:30,25/01/2024 12:00,14.93,7.60
25/01/2024 12:00,25/01/2024 12:30,14.53,7.43
25/01/2024 12:30,25/01/2024 13:00,14.60,7.46
25/01/2024 13:00,25/01/2024 13:30,15.41,7.81
25/01/2024 13:30,25/01/2024 14:00,14.33,7.34
25/01/2024 14:00,25/01/2024 14:30,16.54,8.30
25/01/2024 14:30,25/01/2024 15:00,14.55,7.44
25/01/2024 15:00,25/01/2024 15:30,14.80,7.55
25/01/2024 15:30,25/01/2024 16:00,15.88,8.01
25/01/2024 16:00,25/01/2024 16:30,27.29,13.38
25/01/2024 16:30,25/01/2024 17:00,29.88,14.52
25/01/2024 17:00,25/01/2024 17:30,31.34,15.15
25/01/2024 17:30,25/01/2024 18:00,31.16,15.07
25/01/2024 18:00,25/01/2024 18:30,30.55,14.81
25/01/2024 18:30,25/01/2024 19:00,30.24,14.67
25/01/2024 19:00,25/01/2024 19:30,15.96,8.05
25/01/2024 19:30,25/01/2024 20:00,14.99,7.63
25/01/2024 20:00,25/01/2024 20:30,14.77,7.53
25/01/2024 20:30,25/01/2024 21:00,14.99,7.63
25/01/2024 21:00,25/01/2024 21:30,13.91,7.16
25/01/2024 21:30,25/01/2024 22:00,13.23,6.86
25/01/2024 22:00,25/01/2024 22:30,13.45,6.96
25/01/2024 22:30,25/01/2024 23:00,9.10,5.06
25/01/2024 23:00,25/01/2024 23:30,11.53,6.12
25/01/2024 23:30,26/01/2024 00:00,10.85,5.82
26/01/2024 00:00,26/01/2024 00:30,8.82,4.94
26/01/2024 00:30,26/01/2024 01:00,11.47,6.09
26/01/2024 01:00,26/01/2024 01:30,10.80,5.80
26/01/2024 01:30,26/01/2024 02:00,6.90,4.10
26/01/2024 02:00,26/01/2024 02:30,8.96,5.00
26/01/2024 02:30,26/01/2024 03:00,7.94,4.56
26/01/2024 03:00,26/01/2024 03:30,8.38,4.75
26/01/2024 03:30,26/01/2024 04:00,7.04,4.16
26/01/2024 04:00,26/01/2024 04:30,8.80,4.93
26/01/2024 04:30,26/01/2024 05:00,8.80,4.93
26/01/2024 05:00,26/01/2024 05:30,10.28,5.57
26/01/2024 05:30,26/01/2024 06:00,11.60,6.15
26/01/2024 06:00,26/01/2024 06:30,12.13,6.38
26/01/2024 06:30,26/01/2024 07:00,15.79,7.97
26/01/2024 07:00,26/01/2024 07:30,13.45,6.96
26/01/2024 07:30,26/01/2024 08:00,17.18,8.58
26/01/2024 08:00,26/01/2024 08:30,16.36,8.22
26/01/2024 08:30,26/01/2024 09:00,17.20,8.59
26/01/2024 09:00,26/01/2024 09:30,16.54,8.30
26/01/2024 09:30,26/01/2024 10:00,15.70,7.94
26/01/2024 10:00,26/01/2024 10:30,13.61,7.02
26/01/2024 10:30,26/01/2024 11:00,11.69,6.19
26/01/2024 11:00,26/01/2024 11:30,11.91,6.28
26/01/2024 11:30,26/01/2024 12:00,11.51,6.11
26/01/2024 12:00,26/01/2024 12:30,11.18,5.97
26/01/2024 12:30,26/01/2024 13:00,10.96,5.87
26/01/2024 13:00,26/01/2024 13:30,10.36,5.61
26/01/2024 13:30,26/01/2024 14:00,10.96,5.87
26/01/2024 14:00,26/01/2024 14:30,10.96,5.87
26/01/2024 14:30,26/01/2024 15:00,12.13,6.38
26/01/2024 15:00,26/01/2024 15:30,13.89,7.15
26/01/2024 15:30,26/01/2024 16:00,12.39,6.50
26/01/2024 16:00,26/01/2024 16:30,24.95,12.37
26/01/2024 16:30,26/01/2024 17:00,28.98,14.12
26/01/2024 17:00,26/01/2024 17:30,31.04,15.02
26/01/2024 17:30,26/01/2024 18:00,30.74,14.89
26/01/2024 18:00,26/01/2024 18:30,30.90,14.96
26/01/2024 18:30,26/01/2024 19:00,30.42,14.75
26/01/2024 19:00,26/01/2024 19:30,17.20,8.59
26/01/2024 19:30,26/01/2024 20:00,16.21,8.16
26/01/2024 20:00,26/01/2024 20:30,14.64,7.47
26/01/2024 20:30,26/01/2024 21:00,13.23,6.86
26/01/2024 21:00,26/01/2024 21:30,14.60,7.46
26/01/2024 21:30,26/01/2024 22:00,14.53,7.43
26/01/2024 22:00,26/01/2024 22:30,14.51,7.42
26/01/2024 22:30,26/01/2024 23:00,13.27,6.88
26/01/2024 23:00,26/01/2024 23:30,12.75,6.65
26/01/2024 23:30,27/01/2024 00:00,11.49,6.10
27/01/2024 00:00,27/01/2024 00:30,10.69,5.76
27/01/2024 00:30,27/01/2024 01:00,13.73,7.08
27/01/2024 01:00,27/01/2024 01:30,12.83,6.69
27/01/2024 01:30,27/01/2024 02:00,11.03,5.90
27/01/2024 02:00,27/01/2024 02:30,11.91,6.28
27/01/2024 02:30,27/01/2024 03:00,11.03,5.90
27/01/2024 03:00,27/01/2024 03:30,11.47,6.09
27/01/2024 03:30,27/01/2024 04:00,11.18,5.97
27/01/2024 04:00,27/01/2024 04:30,11.47,6.09
27/01/2024 04:30,27/01/2024 05:00,11.29,6.02
27/01/2024 05:00,27/01/2024 05:30,11.25,6.00
27/01/2024 05:30,27/01/2024 06:00,11.75,6.22
27/01/2024 06:00,27/01/2024 06:30,13.05,6.78
27/01/2024 06:30,27/01/2024 07:00,13.51,6.98
27/01/2024 07:00,27/01/2024 07:30,13.23,6.86
27/01/2024 07:30,27/01/2024 08:00,14.84,7.56
27/01/2024 08:00,27/01/2024 08:30,13.67,7.05
27/01/2024 08:30,27/01/2024 09:00,17.64,8.78
27/01/2024 09:00,27/01/2024 09:30,15.44,7.82
27/01/2024 09:30,27/01/2024 10:00,16.32,8.20
27/01/2024 10:00,27/01/2024 10:30,13.19,6.84
27/01/2024 10:30,27/01/2024 11:00,12.78,6.66
27/01/2024 11:00,27/01/2024 11:30,11.03,5.90
27/01/2024 11:30,27/01/2024 12:00,11.03,5.90
27/01/2024 12:00,27/01/2024 12:30,10.32,5.59
27/01/2024 12:30,27/01/2024 13:00,10.98,5.88
27/01/2024 13:00,27/01/2024 13:30,11.03,5.90
27/01/2024 13:30,27/01/2024 14:00,10.14,5.52
27/01/2024 14:00,27/01/2024 14:30,13.51,6.98
27/01/2024 14:30,27/01/2024 15:00,13.51,6.98
27/01/2024 15:00,27/01/2024 15:30,15.44,7.82
27/01/2024 15:30,27/01/2024 16:00,15.44,7.82
27/01/2024 16:00,27/01/2024 16:30,26.93,13.23
27/01/2024 16:30,27/01/2024 17:00,30.90,14.96
27/01/2024 17:00,27/01/2024 17:30,31.34,15.15
27/01/2024 17:30,27/01/2024 18:00,31.34,15.15
27/01/2024 18:00,27/01/2024 18:30,31.52,15.23
27/01/2024 18:30,27/01/2024 19:00,28.48,13.90
27/01/2024 19:00,27/01/2024 19:30,18.16,9.01
27/01/2024 19:30,27/01/2024 20:00,13.23,6.86
27/01/2024 20:00,27/01/2024 20:30,14.69,7.50
27/01/2024 20:30,27/01/2024 21:00,13.23,6.86
27/01/2024 21:00,27/01/2024 21:30,14.60,7.46
27/01/2024 21:30,27/01/2024 22:00,12.35,6.48
27/01/2024 22:00,27/01/2024 22:30,13.23,6.86
27/01/2024 22:30,27/01/2024 23:00,12.75,6.65
27/01/2024 23:00,27/01/2024 23:30,12.57,6.57
27/01/2024 23:30,28/01/2024 00:00,9.70,5.32
28/01/2024 00:00,28/01/2024 00:30,8.22,4.68
28/01/2024 00:30,28/01/2024 01:00,12.39,6.50
28/01/2024 01:00,28/01/2024 01:30,11.00,5.89
28/01/2024 01:30,28/01/2024 02:00,7.56,4.39
28/01/2024 02:00,28/01/2024 02:30,10.58,5.71
28/01/2024 02:30,28/01/2024 03:00,7.94,4.56
28/01/2024 03:00,28/01/2024 03:30,8.82,4.94
28/01/2024 03:30,28/01/2024 04:00,6.92,4.11
28/01/2024 04:00,28/01/2024 04:30,6.92,4.11
28/01/2024 04:30,28/01/2024 05:00,6.59,3.97
28/01/2024 05:00,28/01/2024 05:30,9.48,5.23
28/01/2024 05:30,28/01/2024 06:00,9.86,5.39
28/01/2024 06:00,28/01/2024 06:30,10.85,5.82
28/01/2024 06:30,28/01/2024 07:00,11.57,6.14
28/01/2024 07:00,28/01/2024 07:30,10.83,5.81
28/01/2024 07:30,28/01/2024 08:00,9.60,5.28
28/01/2024 08:00,28/01/2024 08:30,7.83,4.51
28/01/2024 08:30,28/01/2024 09:00,13.78,7.10
28/01/2024 09:00,28/01/2024 09:30,8.36,4.74
28/01/2024 09:30,28/01/2024 10:00,10.23,5.55
28/01/2024 10:00,28/01/2024 10:30,9.44,5.21
28/01/2024 10:30,28/01/2024 11:00,9.22,5.11
28/01/2024 11:00,28/01/2024 11:30,6.62,3.98
28/01/2024 11:30,28/01/2024 12:00,8.29,4.71
28/01/2024 12:00,28/01/2024 12:30,6.84,4.08
28/01/2024 12:30,28/01/2024 13:00,7.94,4.56
28/01/2024 13:00,28/01/2024 13:30,7.88,4.53
28/01/2024 13:30,28/01/2024 14:00,6.66,4.00
28/01/2024 14:00,28/01/2024 14:30,9.50,5.24
28/01/2024 14:30,28/01/2024 15:00,8.14,4.64
28/01/2024 15:00,28/01/2024 15:30,9.92,5.42
28/01/2024 15:30,28/01/2024 16:00,13.78,7.10
28/01/2024 16:00,28/01/2024 16:30,24.91,12.35
28/01/2024 16:30,28/01/2024 17:00,29.00,14.13
28/01/2024 17:00,28/01/2024 17:30,30.90,14.96
28/01/2024 17:30,28/01/2024 18:00,29.90,14.53
28/01/2024 18:00,28/01/2024 18:30,27.59,13.52
28/01/2024 18:30,28/01/2024 19:00,24.95,12.37
28/01/2024 19:00,28/01/2024 19:30,16.03,8.08
28/01/2024 19:30,28/01/2024 20:00,12.85,6.70
28/01/2024 20:00,28/01/2024 20:30,14.33,7.34
28/01/2024 20:30,28/01/2024 21:00,12.13,6.38
28/01/2024 21:00,28/01/2024 21:30,13.67,7.05
28/01/2024 21:30,28/01/2024 22:00,11.22,5.99
28/01/2024 22:00,28/01/2024 22:30,12.13,6.38
28/01/2024 22:30,28/01/2024 23:00,9.92,5.42
28/01/2024 23:00,28/01/2024 23:30,12.35,6.48
28/01/2024 23:30,29/01/2024 00:00,12.13,6.38
29/01/2024 00:00,29/01/2024 00:30,8.93,4.99
29/01/2024 00:30,29/01/2024 01:00,15.19,7.71
29/01/2024 01:00,29/01/2024 01:30,13.89,7.15
29/01/2024 01:30,29/01/2024 02:00,13.76,7.09
29/01/2024 02:00,29/01/2024 02:30,15.48,7.84
29/01/2024 02:30,29/01/2024 03:00,15.52,7.86
29/01/2024 03:00,29/01/2024 03:30,17.64,8.78
29/01/2024 03:30,29/01/2024 04:00,16.98,8.49
29/01/2024 04:00,29/01/2024 04:30,17.20,8.59
29/01/2024 04:30,29/01/2024 05:00,13.47,6.97
29/01/2024 05:00,29/01/2024 05:30,13.93,7.17
29/01/2024 05:30,29/01/2024 06:00,13.67,7.05
29/01/2024 06:00,29/01/2024 06:30,17.64,8.78
29/01/2024 06:30,29/01/2024 07:00,15.88,8.01
29/01/2024 07:00,29/01/2024 07:30,13.67,7.05
29/01/2024 07:30,29/01/2024 08:00,17.64,8.78
29/01/2024 08:00,29/01/2024 08:30,13.93,7.17
29/01/2024 08:30,29/01/2024 09:00,16.88,8.45
29/01/2024 09:00,29/01/2024 09:30,16.27,8.18
29/01/2024 09:30,29/01/2024 10:00,16.42,8.25
29/01/2024 10:00,29/01/2024 10:30,16.54,8.30
29/01/2024 10:30,29/01/2024 11:00,15.61,7.90
29/01/2024 11:00,29/01/2024 11:30,14.18,7.27
29/01/2024 11:30,29/01/2024 12:00,15.21,7.72
29/01/2024 12:00,29/01/2024 12:30,14.51,7.42
29/01/2024 12:30,29/01/2024 13:00,13.47,6.97
29/01/2024 13:00,29/01/2024 13:30,15.26,7.74
29/01/2024 13:30,29/01/2024 14:00,12.96,6.74
29/01/2024 14:00,29/01/2024 14:30,16.50,8.28
29/01/2024 14:30,29/01/2024 15:00,14.99,7.63
29/01/2024 15:00,29/01/2024 15:30,14.55,7.44
29/01/2024 15:30,29/01/2024 16:00,17.64,8.78
29/01/2024 16:00,29/01/2024 16:30,28.94,14.10
29/01/2024 16:30,29/01/2024 17:00,32.84,15.80
29/01/2024 17:00,29/01/2024 17:30,30.90,14.96
29/01/2024 17:30,29/01/2024 18:00,31.12,15.05
29/01/2024 18:00,29/01/2024 18:30,31.34,15.15
29/01/2024 18:30,29/01/2024 19:00,28.48,13.90
29/01/2024 19:00,29/01/2024 19:30,17.20,8.59
29/01/2024 19:30,29/01/2024 20:00,12.35,6.48
29/01/2024 20:00,29/01/2024 20:30,15.44,7.82
29/01/2024 20:30,29/01/2024 21:00,11.67,6.18
29/01/2024 21:00,29/01/2024 21:30,14.29,7.32
29/01/2024 21:30,29/01/2024 22:00,14.11,7.24
29/01/2024 22:00,29/01/2024 22:30,17.35,8.65
29/01/2024 22:30,29/01/2024 23:00,13.45,6.96
29/01/2024 23:00,29/01/2024 23:30,14.55,7.44
29/01/2024 23:30,30/01/2024 00:00,13.53,6.99
30/01/2024 00:00,30/01/2024 00:30,13.17,6.83
30/01/2024 00:30,30/01/2024 01:00,15.88,8.01
30/01/2024 01:00,30/01/2024 01:30,13.23,6.86
30/01/2024 01:30,30/01/2024 02:00,11.99,6.32
30/01/2024 02:00,30/01/2024 02:30,12.71,6.63
30/01/2024 02:30,30/01/2024 03:00,11.73,6.21
30/01/2024 03:00,30/01/2024 03:30,11.69,6.19
30/01/2024 03:30,30/01/2024 04:00,11.69,6.19
30/01/2024 04:00,30/01/2024 04:30,13.01,6.76
30/01/2024 04:30,30/01/2024 05:00,12.99,6.75
30/01/2024 05:00,30/01/2024 05:30,14.29,7.32
30/01/2024 05:30,30/01/2024 06:00,13.23,6.86
30/01/2024 06:00,30/01/2024 06:30,16.10,8.11
30/01/2024 06:30,30/01/2024 07:00,14.77,7.53
30/01/2024 07:00,30/01/2024 07:30,15.44,7.82
30/01/2024 07:30,30/01/2024 08:00,18.52,9.16
30/01/2024 08:00,30/01/2024 08:30,15.44,7.82
30/01/2024 08:30,30/01/2024 09:00,18.61,9.20
30/01/2024 09:00,30/01/2024 09:30,16.23,8.17
30/01/2024 09:30,30/01/2024 10:00,16.23,8.17
30/01/2024 10:00,30/01/2024 10:30,14.57,7.45
30/01/2024 10:30,30/01/2024 11:00,14.55,7.44
30/01/2024 11:00,30/01/2024 11:30,14.05,7.22
30/01/2024 11:30,30/01/2024 12:00,14.18,7.27
30/01/2024 12:00,30/01/2024 12:30,13.23,6.86
30/01/2024 12:30,30/01/2024 13:00,12.99,6.75
30/01/2024 13:00,30/01/2024 13:30,14.33,7.34
30/01/2024 13:30,30/01/2024 14:00,14.11,7.24
30/01/2024 14:00,30/01/2024 14:30,14.93,7.60
30/01/2024 14:30,30/01/2024 15:00,15.44,7.82
30/01/2024 15:00,30/01/2024 15:30,14.55,7.44
30/01/2024 15:30,30/01/2024 16:00,16.58,8.32
30/01/2024 16:00,30/01/2024 16:30,28.60,13.96
30/01/2024 16:30,30/01/2024 17:00,31.44,15.19
30/01/2024 17:00,30/01/2024 17:30,30.40,14.74
30/01/2024 17:30,30/01/2024 18:00,31.12,15.05
30/01/2024 18:00,30/01/2024 18:30,32.36,15.59
30/01/2024 18:30,30/01/2024 19:00,31.65,15.28
30/01/2024 19:00,30/01/2024 19:30,19.12,9.42
30/01/2024 19:30,30/01/2024 20:00,16.58,8.32
30/01/2024 20:00,30/01/2024 20:30,17.64,8.78
30/01/2024 20:30,30/01/2024 21:00,14.99,7.63
30/01/2024 21:00,30/01/2024 21:30,17.86,8.88
30/01/2024 21:30,30/01/2024 22:00,13.91,7.16
30/01/2024 22:00,30/01/2024 22:30,13.91,7.16
30/01/2024 22:30,30/01/2024 23:00,12.51,6.54
30/01/2024 23:00,30/01/2024 23:30,14.33,7.34
30/01/2024 23:30,31/01/2024 00:00,14.62,7.46
31/01/2024 00:00,31/01/2024 00:30,13.89,7.15
31/01/2024 00:30,31/01/2024 01:00,14.82,7.55
31/01/2024 01:00,31/01/2024 01:30,15.74,7.95
31/01/2024 01:30,31/01/2024 02:00,13.41,6.94
31/01/2024 02:00,31/01/2024 02:30,13.76,7.09
31/01/2024 02:30,31/01/2024 03:00,12.79,6.67
31/01/2024 03:00,31/01/2024 03:30,12.97,6.74
31/01/2024 03:30,31/01/2024 04:00,12.68,6.62
31/01/2024 04:00,31/01/2024 04:30,12.83,6.69
31/01/2024 04:30,31/01/2024 05:00,12.26,6.44
31/01/2024 05:00,31/01/2024 05:30,12.13,6.38
31/01/2024 05:30,31/01/2024 06:00,12.13,6.38
31/01/2024 06:00,31/01/2024 06:30,13.23,6.86
31/01/2024 06:30,31/01/2024 07:00,14.11,7.24
31/01/2024 07:00,31/01/2024 07:30,16.01,8.07
31/01/2024 07:30,31/01/2024 08:00,17.36,8.66
31/01/2024 08:00,31/01/2024 08:30,17.20,8.59
31/01/2024 08:30,31/01/2024 09:00,17.28,8.63
31/01/2024 09:00,31/01/2024 09:30,16.09,8.10
31/01/2024 09:30,31/01/2024 10:00,15.88,8.01
31/01/2024 10:00,31/01/2024 10:30,14.47,7.40
31/01/2024 10:30,31/01/2024 11:00,13.98,7.19
31/01/2024 11:00,31/01/2024 11:30,12.35,6.48
31/01/2024 11:30,31/01/2024 12:00,14.11,7.24
31/01/2024 12:00,31/01/2024 12:30,13.98,7.19
31/01/2024 12:30,31/01/2024 13:00,13.34,6.91
31/01/2024 13:00,31/01/2024 13:30,13.19,6.84
31/01/2024 13:30,31/01/2024 14:00,12.47,6.53
31/01/2024 14:00,31/01/2024 14:30,13.98,7.19
31/01/2024 14:30,31/01/2024 15:00,13.23,6.86
31/01/2024 15:00,31/01/2024 15:30,12.89,6.72
31/01/2024 15:30,31/01/2024 16:00,14.09,7.23
31/01/2024 16:00,31/01/2024 16:30,27.95,13.67
31/01/2024 16:30,31/01/2024 17:00,30.68,14.86
