Period from,Period to,Agile Import price (p/kWh),Agile Export price (p/kWh)
16/02/2024 05:00,16/02/2024 05:30,11.03,5.90
16/02/2024 05:30,16/02/2024 06:00,10.65,5.74
16/02/2024 06:00,16/02/2024 06:30,13.89,7.15
16/02/2024 06:30,16/02/2024 07:00,13.98,7.19
16/02/2024 07:00,16/02/2024 07:30,12.63,6.60
16/02/2024 07:30,16/02/2024 08:00,13.87,7.14
16/02/2024 08:00,16/02/2024 08:30,14.33,7.34
16/02/2024 08:30,16/02/2024 09:00,14.99,7.63
16/02/2024 09:00,16/02/2024 09:30,14.37,7.36
16/02/2024 09:30,16/02/2024 10:00,13.10,6.81
16/02/2024 10:00,16/02/2024 10:30,14.11,7.24
16/02/2024 10:30,16/02/2024 11:00,13.23,6.86
16/02/2024 11:00,16/02/2024 11:30,12.85,6.70
16/02/2024 11:30,16/02/2024 12:00,12.89,6.72
16/02/2024 12:00,16/02/2024 12:30,13.13,6.81
16/02/2024 12:30,16/02/2024 13:00,12.93,6.73
16/02/2024 13:00,16/02/2024 13:30,12.75,6.65
16/02/2024 13:30,16/02/2024 14:00,12.63,6.60
16/02/2024 14:00,16/02/2024 14:30,12.51,6.54
16/02/2024 14:30,16/02/2024 15:00,12.63,6.60
16/02/2024 15:00,16/02/2024 15:30,13.23,6.86
16/02/2024 15:30,16/02/2024 16:00,13.23,6.86
16/02/2024 16:00,16/02/2024 16:30,25.65,12.67
16/02/2024 16:30,16/02/2024 17:00,26.82,13.18
16/02/2024 17:00,16/02/2024 17:30,26.51,13.05
16/02/2024 17:30,16/02/2024 18:00,29.30,14.26
16/02/2024 18:00,16/02/2024 18:30,29.71,14.44
16/02/2024 18:30,16/02/2024 19:00,28.48,13.90
16/02/2024 19:00,16/02/2024 19:30,18.08,8.97
16/02/2024 19:30,16/02/2024 20:00,15.02,7.64
16/02/2024 20:00,16/02/2024 20:30,16.58,8.32
16/02/2024 20:30,16/02/2024 21:00,14.33,7.34
16/02/2024 21:00,16/02/2024 21:30,14.13,7.25
16/02/2024 21:30,16/02/2024 22:00,12.51,6.54
16/02/2024 22:00,16/02/2024 22:30,14.11,7.24
16/02/2024 22:30,16/02/2024 23:00,12.61,6.59
16/02/2024 23:00,16/02/2024 23:30,14.15,7.26
16/02/2024 23:30,17/02/2024 00:00,14.33,7.34
17/02/2024 00:00,17/02/2024 00:30,13.41,6.94
17/02/2024 00:30,17/02/2024 01:00,14.55,7.44
17/02/2024 01:00,17/02/2024 01:30,13.01,6.76
17/02/2024 01:30,17/02/2024 02:00,12.09,6.36
17/02/2024 02:00,17/02/2024 02:30,12.83,6.69
17/02/2024 02:30,17/02/2024 03:00,12.09,6.36
17/02/2024 03:00,17/02/2024 03:30,12.09,6.36
17/02/2024 03:30,17/02/2024 04:00,12.09,6.36
17/02/2024 04:00,17/02/2024 04:30,12.09,6.36
17/02/2024 04:30,17/02/2024 05:00,12.09,6.36
17/02/2024 05:00,17/02/2024 05:30,12.09,6.36
17/02/2024 05:30,17/02/2024 06:00,12.09,6.36
17/02/2024 06:00,17/02/2024 06:30,12.61,6.59
17/02/2024 06:30,17/02/2024 07:00,13.57,7.00
17/02/2024 07:00,17/02/2024 07:30,13.47,6.97
17/02/2024 07:30,17/02/2024 08:00,15.48,7.84
17/02/2024 08:00,17/02/2024 08:30,14.53,7.43
17/02/2024 08:30,17/02/2024 09:00,16.86,8.44
17/02/2024 09:00,17/02/2024 09:30,15.44,7.82
17/02/2024 09:30,17/02/2024 10:00,15.44,7.82
17/02/2024 10:00,17/02/2024 10:30,15.21,7.72
17/02/2024 10:30,17/02/2024 11:00,14.11,7.24
17/02/2024 11:00,17/02/2024 11:30,13.23,6.86
17/02/2024 11:30,17/02/2024 12:00,13.05,6.78
17/02/2024 12:00,17/02/2024 12:30,12.35,6.48
17/02/2024 12:30,17/02/2024 13:00,12.29,6.45
17/02/2024 13:00,17/02/2024 13:30,12.29,6.45
17/02/2024 13:30,17/02/2024 14:00,11.99,6.32
17/02/2024 14:00,17/02/2024 14:30,12.57,6.57
17/02/2024 14:30,17/02/2024 15:00,12.29,6.45
17/02/2024 15:00,17/02/2024 15:30,13.13,6.81
17/02/2024 15:30,17/02/2024 16:00,12.35,6.48
17/02/2024 16:00,17/02/2024 16:30,27.11,13.31
17/02/2024 16:30,17/02/2024 17:00,27.15,13.33
17/02/2024 17:00,17/02/2024 17:30,28.12,13.75
17/02/2024 17:30,17/02/2024 18:00,29.88,14.52
17/02/2024 18:00,17/02/2024 18:30,29.14,14.19
17/02/2024 18:30,17/02/2024 19:00,26.44,13.01
17/02/2024 19:00,17/02/2024 19:30,15.15,7.70
17/02/2024 19:30,17/02/2024 20:00,12.63,6.60
17/02/2024 20:00,17/02/2024 20:30,14.11,7.24
17/02/2024 20:30,17/02/2024 21:00,13.19,6.84
17/02/2024 21:00,17/02/2024 21:30,13.45,6.96
17/02/2024 21:30,17/02/2024 22:00,12.79,6.67
17/02/2024 22:00,17/02/2024 22:30,12.35,6.48
17/02/2024 22:30,17/02/2024 23:00,12.89,6.72
17/02/2024 23:00,17/02/2024 23:30,12.10,6.37
17/02/2024 23:30,18/02/2024 00:00,8.86,4.96
18/02/2024 00:00,18/02/2024 00:30,7.94,4.56
18/02/2024 00:30,18/02/2024 01:00,10.12,5.51
18/02/2024 01:00,18/02/2024 01:30,10.94,5.86
18/02/2024 01:30,18/02/2024 02:00,10.48,5.66
18/02/2024 02:00,18/02/2024 02:30,8.82,4.94
18/02/2024 02:30,18/02/2024 03:00,8.82,4.94
18/02/2024 03:00,18/02/2024 03:30,9.64,5.30
18/02/2024 03:30,18/02/2024 04:00,9.92,5.42
18/02/2024 04:00,18/02/2024 04:30,9.68,5.31
18/02/2024 04:30,18/02/2024 05:00,10.50,5.67
18/02/2024 05:00,18/02/2024 05:30,9.92,5.42
18/02/2024 05:30,18/02/2024 06:00,10.96,5.87
18/02/2024 06:00,18/02/2024 06:30,11.91,6.28
18/02/2024 06:30,18/02/2024 07:00,12.57,6.57
18/02/2024 07:00,18/02/2024 07:30,11.69,6.19
18/02/2024 07:30,18/02/2024 08:00,12.79,6.67
18/02/2024 08:00,18/02/2024 08:30,11.38,6.05
18/02/2024 08:30,18/02/2024 09:00,12.95,6.74
18/02/2024 09:00,18/02/2024 09:30,13.01,6.76
18/02/2024 09:30,18/02/2024 10:00,13.37,6.92
18/02/2024 10:00,18/02/2024 10:30,14.47,7.40
18/02/2024 10:30,18/02/2024 11:00,15.08,7.67
18/02/2024 11:00,18/02/2024 11:30,14.99,7.63
18/02/2024 11:30,18/02/2024 12:00,14.77,7.53
18/02/2024 12:00,18/02/2024 12:30,14.33,7.34
18/02/2024 12:30,18/02/2024 13:00,13.23,6.86
18/02/2024 13:00,18/02/2024 13:30,13.23,6.86
18/02/2024 13:30,18/02/2024 14:00,12.35,6.48
18/02/2024 14:00,18/02/2024 14:30,12.51,6.54
18/02/2024 14:30,18/02/2024 15:00,11.84,6.26
18/02/2024 15:00,18/02/2024 15:30,12.41,6.50
18/02/2024 15:30,18/02/2024 16:00,12.14,6.38
18/02/2024 16:00,18/02/2024 16:30,25.81,12.74
18/02/2024 16:30,18/02/2024 17:00,27.31,13.39
18/02/2024 17:00,18/02/2024 17:30,27.26,13.37
18/02/2024 17:30,18/02/2024 18:00,29.84,14.50
18/02/2024 18:00,18/02/2024 18:30,29.86,14.51
18/02/2024 18:30,18/02/2024 19:00,27.20,13.35
18/02/2024 19:00,18/02/2024 19:30,15.30,7.76
18/02/2024 19:30,18/02/2024 20:00,13.73,7.08
18/02/2024 20:00,18/02/2024 20:30,13.23,6.86
18/02/2024 20:30,18/02/2024 21:00,11.57,6.14
18/02/2024 21:00,18/02/2024 21:30,14.20,7.28
18/02/2024 21:30,18/02/2024 22:00,12.39,6.49
18/02/2024 22:00,18/02/2024 22:30,13.23,6.86
18/02/2024 22:30,18/02/2024 23:00,11.62,6.16
18/02/2024 23:00,18/02/2024 23:30,12.57,6.57
18/02/2024 23:30,19/02/2024 00:00,11.55,6.13
19/02/2024 00:00,19/02/2024 00:30,11.03,5.90
19/02/2024 00:30,19/02/2024 01:00,11.47,6.09
19/02/2024 01:00,19/02/2024 01:30,10.36,5.61
19/02/2024 01:30,19/02/2024 02:00,8.82,4.94
19/02/2024 02:00,19/02/2024 02:30,9.92,5.42
19/02/2024 02:30,19/02/2024 03:00,8.82,4.94
19/02/2024 03:00,19/02/2024 03:30,9.12,5.07
19/02/2024 03:30,19/02/2024 04:00,8.82,4.94
19/02/2024 04:00,19/02/2024 04:30,9.81,5.37
19/02/2024 04:30,19/02/2024 05:00,8.82,4.94
19/02/2024 05:00,19/02/2024 05:30,11.25,6.00
19/02/2024 05:30,19/02/2024 06:00,12.35,6.48
19/02/2024 06:00,19/02/2024 06:30,13.23,6.86
19/02/2024 06:30,19/02/2024 07:00,14.22,7.29
19/02/2024 07:00,19/02/2024 07:30,12.99,6.75
19/02/2024 07:30,19/02/2024 08:00,15.15,7.70
19/02/2024 08:00,19/02/2024 08:30,11.87,6.26
19/02/2024 08:30,19/02/2024 09:00,13.15,6.82
19/02/2024 09:00,19/02/2024 09:30,11.99,6.32
19/02/2024 09:30,19/02/2024 10:00,11.87,6.26
19/02/2024 10:00,19/02/2024 10:30,11.87,6.26
19/02/2024 10:30,19/02/2024 11:00,11.87,6.26
19/02/2024 11:00,19/02/2024 11:30,10.98,5.88
19/02/2024 11:30,19/02/2024 12:00,10.80,5.80
19/02/2024 12:00,19/02/2024 12:30,10.80,5.80
19/02/2024 12:30,19/02/2024 13:00,10.94,5.86
19/02/2024 13:00,19/02/2024 13:30,10.80,5.80
19/02/2024 13:30,19/02/2024 14:00,10.80,5.80
19/02/2024 14:00,19/02/2024 14:30,11.87,6.26
19/02/2024 14:30,19/02/2024 15:00,12.35,6.48
19/02/2024 15:00,19/02/2024 15:30,13.23,6.86
19/02/2024 15:30,19/02/2024 16:00,12.97,6.74
19/02/2024 16:00,19/02/2024 16:30,25.11,12.43
19/02/2024 16:30,19/02/2024 17:00,27.77,13.59
19/02/2024 17:00,19/02/2024 17:30,26.71,13.13
19/02/2024 17:30,19/02/2024 18:00,28.68,13.99
19/02/2024 18:00,19/02/2024 18:30,28.17,13.77
19/02/2024 18:30,19/02/2024 19:00,26.84,13.19
19/02/2024 19:00,19/02/2024 19:30,16.76,8.40
19/02/2024 19:30,19/02/2024 20:00,14.33,7.34
19/02/2024 20:00,19/02/2024 20:30,13.49,6.98
19/02/2024 20:30,19/02/2024 21:00,12.13,6.38
19/02/2024 21:00,19/02/2024 21:30,12.29,6.45
19/02/2024 21:30,19/02/2024 22:00,12.85,6.70
19/02/2024 22:00,19/02/2024 22:30,12.95,6.74
19/02/2024 22:30,19/02/2024 23:00,10.58,5.71
19/02/2024 23:00,19/02/2024 23:30,11.07,5.92
19/02/2024 23:30,20/02/2024 00:00,7.72,4.46
20/02/2024 00:00,20/02/2024 00:30,7.94,4.56
20/02/2024 00:30,20/02/2024 01:00,9.92,5.42
20/02/2024 01:00,20/02/2024 01:30,10.80,5.80
20/02/2024 01:30,20/02/2024 02:00,10.78,5.79
20/02/2024 02:00,20/02/2024 02:30,11.03,5.90
20/02/2024 02:30,20/02/2024 03:00,9.23,5.12
20/02/2024 03:00,20/02/2024 03:30,10.80,5.80
20/02/2024 03:30,20/02/2024 04:00,8.38,4.75
20/02/2024 04:00,20/02/2024 04:30,11.05,5.91
20/02/2024 04:30,20/02/2024 05:00,9.18,5.09
20/02/2024 05:00,20/02/2024 05:30,13.22,6.86
20/02/2024 05:30,20/02/2024 06:00,12.77,6.66
20/02/2024 06:00,20/02/2024 06:30,13.76,7.09
20/02/2024 06:30,20/02/2024 07:00,16.10,8.11
20/02/2024 07:00,20/02/2024 07:30,15.46,7.83
20/02/2024 07:30,20/02/2024 08:00,16.58,8.32
20/02/2024 08:00,20/02/2024 08:30,13.27,6.88
20/02/2024 08:30,20/02/2024 09:00,14.77,7.53
20/02/2024 09:00,20/02/2024 09:30,12.79,6.67
20/02/2024 09:30,20/02/2024 10:00,12.61,6.59
20/02/2024 10:00,20/02/2024 10:30,12.12,6.38
20/02/2024 10:30,20/02/2024 11:00,11.91,6.28
20/02/2024 11:00,20/02/2024 11:30,11.03,5.90
20/02/2024 11:30,20/02/2024 12:00,11.03,5.90
20/02/2024 12:00,20/02/2024 12:30,11.03,5.90
20/02/2024 12:30,20/02/2024 13:00,11.03,5.90
20/02/2024 13:00,20/02/2024 13:30,11.03,5.90
20/02/2024 13:30,20/02/2024 14:00,11.47,6.09
20/02/2024 14:00,20/02/2024 14:30,11.91,6.28
20/02/2024 14:30,20/02/2024 15:00,11.69,6.19
20/02/2024 15:00,20/02/2024 15:30,13.01,6.76
20/02/2024 15:30,20/02/2024 16:00,13.05,6.78
20/02/2024 16:00,20/02/2024 16:30,24.51,12.17
20/02/2024 16:30,20/02/2024 17:00,26.05,12.85
20/02/2024 17:00,20/02/2024 17:30,24.66,12.24
20/02/2024 17:30,20/02/2024 18:00,26.95,13.24
20/02/2024 18:00,20/02/2024 18:30,27.66,13.55
20/02/2024 18:30,20/02/2024 19:00,28.04,13.71
20/02/2024 19:00,20/02/2024 19:30,15.39,7.80
20/02/2024 19:30,20/02/2024 20:00,14.84,7.56
20/02/2024 20:00,20/02/2024 20:30,14.25,7.30
20/02/2024 20:30,20/02/2024 21:00,13.13,6.81
20/02/2024 21:00,20/02/2024 21:30,13.89,7.15
20/02/2024 21:30,20/02/2024 22:00,12.33,6.47
20/02/2024 22:00,20/02/2024 22:30,12.35,6.48
20/02/2024 22:30,20/02/2024 23:00,11.91,6.28
20/02/2024 23:00,20/02/2024 23:30,12.17,6.40
20/02/2024 23:30,21/02/2024 00:00,12.17,6.40
21/02/2024 00:00,21/02/2024 00:30,12.09,6.36
21/02/2024 00:30,21/02/2024 01:00,12.17,6.40
21/02/2024 01:00,21/02/2024 01:30,12.04,6.34
21/02/2024 01:30,21/02/2024 02:00,10.89,5.84
21/02/2024 02:00,21/02/2024 02:30,9.70,5.32
21/02/2024 02:30,21/02/2024 03:00,7.30,4.28
21/02/2024 03:00,21/02/2024 03:30,10.14,5.52
21/02/2024 03:30,21/02/2024 04:00,6.05,3.74
21/02/2024 04:00,21/02/2024 04:30,9.26,5.13
21/02/2024 04:30,21/02/2024 05:00,6.17,3.79
21/02/2024 05:00,21/02/2024 05:30,9.70,5.32
21/02/2024 05:30,21/02/2024 06:00,9.92,5.42
21/02/2024 06:00,21/02/2024 06:30,12.17,6.40
21/02/2024 06:30,21/02/2024 07:00,14.55,7.44
21/02/2024 07:00,21/02/2024 07:30,12.37,6.49
21/02/2024 07:30,21/02/2024 08:00,14.55,7.44
21/02/2024 08:00,21/02/2024 08:30,12.17,6.40
21/02/2024 08:30,21/02/2024 09:00,13.73,7.08
21/02/2024 09:00,21/02/2024 09:30,12.21,6.42
21/02/2024 09:30,21/02/2024 10:00,12.39,6.50
21/02/2024 10:00,21/02/2024 10:30,11.93,6.29
21/02/2024 10:30,21/02/2024 11:00,11.93,6.29
21/02/2024 11:00,21/02/2024 11:30,11.29,6.02
21/02/2024 11:30,21/02/2024 12:00,11.38,6.05
21/02/2024 12:00,21/02/2024 12:30,11.25,6.00
21/02/2024 12:30,21/02/2024 13:00,11.16,5.96
21/02/2024 13:00,21/02/2024 13:30,11.25,6.00
21/02/2024 13:30,21/02/2024 14:00,11.03,5.90
21/02/2024 14:00,21/02/2024 14:30,10.94,5.86
21/02/2024 14:30,21/02/2024 15:00,10.94,5.86
21/02/2024 15:00,21/02/2024 15:30,10.36,5.61
21/02/2024 15:30,21/02/2024 16:00,11.07,5.92
21/02/2024 16:00,21/02/2024 16:30,23.63,11.79
21/02/2024 16:30,21/02/2024 17:00,25.83,12.75
21/02/2024 17:00,21/02/2024 17:30,24.77,12.29
21/02/2024 17:30,21/02/2024 18:00,27.77,13.59
21/02/2024 18:00,21/02/2024 18:30,28.48,13.90
21/02/2024 18:30,21/02/2024 19:00,27.77,13.59
21/02/2024 19:00,21/02/2024 19:30,15.52,7.86
21/02/2024 19:30,21/02/2024 20:00,14.47,7.40
21/02/2024 20:00,21/02/2024 20:30,14.11,7.24
21/02/2024 20:30,21/02/2024 21:00,13.23,6.86
21/02/2024 21:00,21/02/2024 21:30,13.05,6.78
21/02/2024 21:30,21/02/2024 22:00,11.03,5.90
21/02/2024 22:00,21/02/2024 22:30,8.80,4.93
21/02/2024 22:30,21/02/2024 23:00,4.61,3.11
21/02/2024 23:00,21/02/2024 23:30,6.39,3.88
21/02/2024 23:30,22/02/2024 00:00,3.53,2.64
22/02/2024 00:00,22/02/2024 00:30,3.31,2.54
22/02/2024 00:30,22/02/2024 01:00,5.21,3.37
22/02/2024 01:00,22/02/2024 01:30,5.29,3.40
22/02/2024 01:30,22/02/2024 02:00,4.59,3.10
22/02/2024 02:00,22/02/2024 02:30,6.39,3.88
22/02/2024 02:30,22/02/2024 03:00,6.17,3.79
22/02/2024 03:00,22/02/2024 03:30,6.62,3.98
22/02/2024 03:30,22/02/2024 04:00,4.93,3.25
22/02/2024 04:00,22/02/2024 04:30,8.80,4.93
22/02/2024 04:30,22/02/2024 05:00,8.80,4.93
22/02/2024 05:00,22/02/2024 05:30,9.92,5.42
22/02/2024 05:30,22/02/2024 06:00,10.58,5.71
22/02/2024 06:00,22/02/2024 06:30,11.91,6.28
22/02/2024 06:30,22/02/2024 07:00,12.26,6.44
22/02/2024 07:00,22/02/2024 07:30,13.23,6.86
22/02/2024 07:30,22/02/2024 08:00,16.60,8.33
22/02/2024 08:00,22/02/2024 08:30,13.13,6.81
22/02/2024 08:30,22/02/2024 09:00,13.95,7.18
22/02/2024 09:00,22/02/2024 09:30,13.89,7.15
22/02/2024 09:30,22/02/2024 10:00,13.91,7.16
22/02/2024 10:00,22/02/2024 10:30,13.23,6.86
22/02/2024 10:30,22/02/2024 11:00,12.59,6.58
22/02/2024 11:00,22/02/2024 11:30,13.29,6.89
22/02/2024 11:30,22/02/2024 12:00,13.57,7.00
22/02/2024 12:00,22/02/2024 12:30,13.45,6.96
22/02/2024 12:30,22/02/2024 13:00,13.45,6.96
22/02/2024 13:00,22/02/2024 13:30,12.85,6.70
22/02/2024 13:30,22/02/2024 14:00,12.33,6.47
22/02/2024 14:00,22/02/2024 14:30,12.33,6.47
22/02/2024 14:30,22/02/2024 15:00,12.33,6.47
22/02/2024 15:00,22/02/2024 15:30,10.19,5.54
22/02/2024 15:30,22/02/2024 16:00,12.29,6.45
22/02/2024 16:00,22/02/2024 16:30,24.73,12.27
22/02/2024 16:30,22/02/2024 17:00,26.49,13.04
22/02/2024 17:00,22/02/2024 17:30,27.91,13.66
22/02/2024 17:30,22/02/2024 18:00,29.54,14.36
22/02/2024 18:00,22/02/2024 18:30,30.14,14.62
22/02/2024 18:30,22/02/2024 19:00,28.26,13.81
22/02/2024 19:00,22/02/2024 19:30,15.44,7.82
22/02/2024 19:30,22/02/2024 20:00,14.33,7.34
22/02/2024 20:00,22/02/2024 20:30,13.19,6.84
22/02/2024 20:30,22/02/2024 21:00,11.36,6.04
22/02/2024 21:00,22/02/2024 21:30,12.43,6.51
22/02/2024 21:30,22/02/2024 22:00,12.13,6.38
22/02/2024 22:00,22/02/2024 22:30,10.34,5.60
22/02/2024 22:30,22/02/2024 23:00,8.46,4.79
22/02/2024 23:00,22/02/2024 23:30,12.35,6.48
22/02/2024 23:30,23/02/2024 00:00,11.97,6.31
23/02/2024 00:00,23/02/2024 00:30,11.71,6.20
23/02/2024 00:30,23/02/2024 01:00,12.57,6.57
23/02/2024 01:00,23/02/2024 01:30,12.31,6.46
23/02/2024 01:30,23/02/2024 02:00,11.47,6.09
23/02/2024 02:00,23/02/2024 02:30,11.03,5.90
23/02/2024 02:30,23/02/2024 03:00,10.36,5.61
23/02/2024 03:00,23/02/2024 03:30,9.70,5.32
23/02/2024 03:30,23/02/2024 04:00,8.82,4.94
23/02/2024 04:00,23/02/2024 04:30,8.82,4.94
23/02/2024 04:30,23/02/2024 05:00,8.60,4.84
23/02/2024 05:00,23/02/2024 05:30,9.92,5.42
23/02/2024 05:30,23/02/2024 06:00,9.92,5.42
23/02/2024 06:00,23/02/2024 06:30,12.35,6.48
23/02/2024 06:30,23/02/2024 07:00,12.11,6.37
23/02/2024 07:00,23/02/2024 07:30,12.79,6.67
23/02/2024 07:30,23/02/2024 08:00,13.67,7.05
23/02/2024 08:00,23/02/2024 08:30,14.99,7.63
23/02/2024 08:30,23/02/2024 09:00,15.88,8.01
23/02/2024 09:00,23/02/2024 09:30,15.17,7.70
23/02/2024 09:30,23/02/2024 10:00,14.33,7.34
23/02/2024 10:00,23/02/2024 10:30,12.09,6.36
23/02/2024 10:30,23/02/2024 11:00,11.97,6.31
23/02/2024 11:00,23/02/2024 11:30,11.22,5.99
23/02/2024 11:30,23/02/2024 12:00,11.97,6.31
23/02/2024 12:00,23/02/2024 12:30,12.57,6.57
23/02/2024 12:30,23/02/2024 13:00,12.62,6.60
23/02/2024 13:00,23/02/2024 13:30,13.23,6.86
23/02/2024 13:30,23/02/2024 14:00,13.23,6.86
23/02/2024 14:00,23/02/2024 14:30,14.33,7.34
23/02/2024 14:30,23/02/2024 15:00,13.57,7.00
23/02/2024 15:00,23/02/2024 15:30,12.87,6.71
23/02/2024 15:30,23/02/2024 16:00,13.23,6.86
23/02/2024 16:00,23/02/2024 16:30,26.09,12.87
23/02/2024 16:30,23/02/2024 17:00,28.70,14.00
23/02/2024 17:00,23/02/2024 17:30,30.24,14.67
23/02/2024 17:30,23/02/2024 18:00,30.46,14.77
23/02/2024 18:00,23/02/2024 18:30,30.18,14.64
23/02/2024 18:30,23/02/2024 19:00,30.02,14.57
23/02/2024 19:00,23/02/2024 19:30,17.86,8.88
23/02/2024 19:30,23/02/2024 20:00,17.38,8.66
23/02/2024 20:00,23/02/2024 20:30,16.19,8.15
23/02/2024 20:30,23/02/2024 21:00,13.23,6.86
23/02/2024 21:00,23/02/2024 21:30,14.01,7.20
23/02/2024 21:30,23/02/2024 22:00,11.97,6.31
23/02/2024 22:00,23/02/2024 22:30,13.23,6.86
23/02/2024 22:30,23/02/2024 23:00,12.45,6.52
23/02/2024 23:00,23/02/2024 23:30,-,-
23/02/2024 23:30,24/02/2024 00:00,-,-